Location,Type,DOB,DOW,Cal Year,Fiscal Year,Week,Period,Quarter,Hours,Labor $,Hour %,SalaryCost,SalaryPercent,Total Payroll,Sales,Area
Marina Del Rey,Actual,2/26/24,Monday,2024,2024,9,3,1,30.24,667,32.12,0,0,667,2147.69,SoCal 4
Marina Del Rey,Scheduled,2/26/24,Monday,2024,2024,9,3,1,28.5,579.95,30.52,0,0,579.95,1900,SoCal 4
Marina Del Rey,Year Ago,2/26/24,Monday,2024,2024,9,3,1,38.93,809,18.98,0,0,809,4263.5,SoCal 4
Newport Beach,Actual,2/26/24,Monday,2024,2024,9,3,1,32.72,595,18.7,183,6,778,3181.42,SoCal 4
Newport Beach,Scheduled,2/26/24,Monday,2024,2024,9,3,1,32.5,595.25,15.26,0,0,595.25,3901.2,SoCal 4
Newport Beach,Year Ago,2/26/24,Monday,2024,2024,9,3,1,39.94,711,18.22,177,5,888,3901.2,SoCal 4
Tustin,Actual,2/26/24,Monday,2024,2024,9,3,1,32.03,557,23.49,0,0,557,2371.59,SoCal 4
Tustin,Scheduled,2/26/24,Monday,2024,2024,9,3,1,29.5,555.5,23.15,0,0,555.5,2400,SoCal 4
Tustin,Year Ago,2/26/24,Monday,2024,2024,9,3,1,39.37,705,22.12,0,0,705,3189.59,SoCal 4
Westminster,Actual,2/26/24,Monday,2024,2024,9,3,1,24.08,463,36.29,0,0,463,1276.06,SoCal 4
Westminster,Scheduled,2/26/24,Monday,2024,2024,9,3,1,24.75,475.75,39.65,0,0,475.75,1200,SoCal 4
Westminster,Year Ago,2/26/24,Monday,2024,2024,9,3,1,0,0,0,0,0,0,1038.75,SoCal 4
Carson,Actual,2/27/24,Tuesday,2024,2024,9,3,1,35.55,703,16.42,0,0,703,4283.21,SoCal 4
Carson,Scheduled,2/27/24,Tuesday,2024,2024,9,3,1,35.5,707.38,23.58,0,0,707.38,3000,SoCal 4
Carson,Year Ago,2/27/24,Tuesday,2024,2024,9,3,1,33.01,651,25.87,0,0,651,2518.55,SoCal 4
Costa Mesa,Actual,2/27/24,Tuesday,2024,2024,9,3,1,26.46,517,26.16,0,0,517,1974.77,SoCal 4
Costa Mesa,Scheduled,2/27/24,Tuesday,2024,2024,9,3,1,27,525.06,30.89,0,0,525.06,1700,SoCal 4
Costa Mesa,Year Ago,2/27/24,Tuesday,2024,2024,9,3,1,32.06,582,23.26,0,0,582,2584.64,SoCal 4
El Segundo,Actual,2/27/24,Tuesday,2024,2024,9,3,1,33.79,699,24,0,0,699,2910.09,SoCal 4
El Segundo,Scheduled,2/27/24,Tuesday,2024,2024,9,3,1,32,657.45,21.92,0,0,657.45,3000,SoCal 4
El Segundo,Year Ago,2/27/24,Tuesday,2024,2024,9,3,1,44.45,844,26.79,0,0,844,3149.39,SoCal 4
Fountain Valley,Actual,2/27/24,Tuesday,2024,2024,9,3,1,30.63,562,26.33,0,0,562,2134.61,SoCal 4
Fountain Valley,Scheduled,2/27/24,Tuesday,2024,2024,9,3,1,31,568.5,37.9,0,0,568.5,1500,SoCal 4
Fountain Valley,Year Ago,2/27/24,Tuesday,2024,2024,9,3,1,45.14,845,28.76,0,0,845,2998.84,SoCal 4
Five Points,Actual,2/27/24,Tuesday,2024,2024,9,3,1,24.65,455,43.67,0,0,455,1040.73,SoCal 4
Five Points,Scheduled,2/27/24,Tuesday,2024,2024,9,3,1,25.5,468.38,36.03,0,0,468.38,1300,SoCal 4
Five Points,Year Ago,2/27/24,Tuesday,2024,2024,9,3,1,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,2/27/24,Tuesday,2024,2024,9,3,1,34.37,681,23.52,0,0,681,2897.4,SoCal 4
LBX,Scheduled,2/27/24,Tuesday,2024,2024,9,3,1,34.5,687.75,24.56,0,0,687.75,2800,SoCal 4
LBX,Year Ago,2/27/24,Tuesday,2024,2024,9,3,1,0,0,0,0,0,0,0,SoCal 4
Long Beach,Actual,2/27/24,Tuesday,2024,2024,9,3,1,37.02,642,22.22,0,0,642,2889.63,SoCal 4
Long Beach,Scheduled,2/27/24,Tuesday,2024,2024,9,3,1,37.5,650.63,19.14,0,0,650.63,3400,SoCal 4
Long Beach,Year Ago,2/27/24,Tuesday,2024,2024,9,3,1,39.76,703,17.5,0,0,703,4017.48,SoCal 4
Manhattan Beach,Actual,2/27/24,Tuesday,2024,2024,9,3,1,31.56,625,18.87,0,0,625,3451.92,SoCal 4
Manhattan Beach,Scheduled,2/27/24,Tuesday,2024,2024,9,3,1,37.5,759.6,24.5,0,0,759.6,3100,SoCal 4
Manhattan Beach,Year Ago,2/27/24,Tuesday,2024,2024,9,3,1,43.77,814,21.36,0,0,814,3887.97,SoCal 4
Marina Del Rey,Actual,2/27/24,Tuesday,2024,2024,9,3,1,27.69,539,24.97,0,0,539,2158.1,SoCal 4
Marina Del Rey,Scheduled,2/27/24,Tuesday,2024,2024,9,3,1,26,508.02,24.19,0,0,508.02,2100,SoCal 4
Marina Del Rey,Year Ago,2/27/24,Tuesday,2024,2024,9,3,1,31.91,593,24.28,0,0,593,2440.65,SoCal 4
Newport Beach,Actual,2/27/24,Tuesday,2024,2024,9,3,1,30.17,549,15.93,183,5,732,3443.52,SoCal 4
Newport Beach,Scheduled,2/27/24,Tuesday,2024,2024,9,3,1,33.25,615,16.67,0,0,615,3689.07,SoCal 4
Newport Beach,Year Ago,2/27/24,Tuesday,2024,2024,9,3,1,33.56,596,16.83,177,5,773,3689.07,SoCal 4
Tustin,Actual,2/27/24,Tuesday,2024,2024,9,3,1,31.32,587,23.79,0,0,587,2469.41,SoCal 4
Tustin,Scheduled,2/27/24,Tuesday,2024,2024,9,3,1,32,603,25.13,0,0,603,2400,SoCal 4
Tustin,Year Ago,2/27/24,Tuesday,2024,2024,9,3,1,32.86,583,16.75,0,0,583,3480.75,SoCal 4
Westminster,Actual,2/27/24,Tuesday,2024,2024,9,3,1,22.53,450,27.17,0,0,450,1657.57,SoCal 4
Westminster,Scheduled,2/27/24,Tuesday,2024,2024,9,3,1,24.5,483.19,32.21,0,0,483.19,1500,SoCal 4
Westminster,Year Ago,2/27/24,Tuesday,2024,2024,9,3,1,0,0,0,0,0,0,1276.79,SoCal 4
Carson,Actual,2/28/24,Wednesday,2024,2024,9,3,1,41.5,812,23.96,0,0,812,3386.96,SoCal 4
Carson,Scheduled,2/28/24,Wednesday,2024,2024,9,3,1,41.5,816.2,24.73,0,0,816.2,3300,SoCal 4
Carson,Year Ago,2/28/24,Wednesday,2024,2024,9,3,1,38.51,737,30.3,0,0,737,2431.01,SoCal 4
Costa Mesa,Actual,2/28/24,Wednesday,2024,2024,9,3,1,32.77,631,41.63,0,0,631,1603.78,SoCal 4
Costa Mesa,Scheduled,2/28/24,Wednesday,2024,2024,9,3,1,29,584.69,34.39,0,0,584.69,1700,SoCal 4
Costa Mesa,Year Ago,2/28/24,Wednesday,2024,2024,9,3,1,27.43,511,31.24,0,0,511,1636.54,SoCal 4
El Segundo,Actual,2/28/24,Wednesday,2024,2024,9,3,1,34.66,720,21.54,0,0,720,3343.92,SoCal 4
El Segundo,Scheduled,2/28/24,Wednesday,2024,2024,9,3,1,34.5,711.28,22.23,0,0,711.28,3200,SoCal 4
El Segundo,Year Ago,2/28/24,Wednesday,2024,2024,9,3,1,46.4,855,19.73,0,0,855,4334.92,SoCal 4
Fountain Valley,Actual,2/28/24,Wednesday,2024,2024,9,3,1,31.33,573,31.79,0,0,573,1800.72,SoCal 4
Fountain Valley,Scheduled,2/28/24,Wednesday,2024,2024,9,3,1,31.5,576.5,32.03,0,0,576.5,1800,SoCal 4
Fountain Valley,Year Ago,2/28/24,Wednesday,2024,2024,9,3,1,34.7,617,22.95,0,0,617,2689.44,SoCal 4
Five Points,Actual,2/28/24,Wednesday,2024,2024,9,3,1,32.41,578,32.67,0,0,578,1769.62,SoCal 4
Five Points,Scheduled,2/28/24,Wednesday,2024,2024,9,3,1,32.25,575.56,41.11,0,0,575.56,1400,SoCal 4
Five Points,Year Ago,2/28/24,Wednesday,2024,2024,9,3,1,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,2/28/24,Wednesday,2024,2024,9,3,1,36,717,21.51,0,0,717,3334.04,SoCal 4
LBX,Scheduled,2/28/24,Wednesday,2024,2024,9,3,1,35.5,705.48,20.16,0,0,705.48,3500,SoCal 4
LBX,Year Ago,2/28/24,Wednesday,2024,2024,9,3,1,0,0,0,0,0,0,0,SoCal 4
Long Beach,Actual,2/28/24,Wednesday,2024,2024,9,3,1,33.55,587,14.75,0,0,587,3979.44,SoCal 4
Long Beach,Scheduled,2/28/24,Wednesday,2024,2024,9,3,1,36,630.9,18.56,0,0,630.9,3400,SoCal 4
Long Beach,Year Ago,2/28/24,Wednesday,2024,2024,9,3,1,40.56,692,17.58,0,0,692,3933.82,SoCal 4
Manhattan Beach,Actual,2/28/24,Wednesday,2024,2024,9,3,1,35.48,715,22.02,0,0,715,3247.16,SoCal 4
Manhattan Beach,Scheduled,2/28/24,Wednesday,2024,2024,9,3,1,32,657.13,23.47,0,0,657.13,2800,SoCal 4
Manhattan Beach,Year Ago,2/28/24,Wednesday,2024,2024,9,3,1,37.7,711,28.3,0,0,711,2513.35,SoCal 4
Marina Del Rey,Actual,2/28/24,Wednesday,2024,2024,9,3,1,27.64,561,25.45,0,0,561,2204.5,SoCal 4
Marina Del Rey,Scheduled,2/28/24,Wednesday,2024,2024,9,3,1,28,568.21,27.06,0,0,568.21,2100,SoCal 4
Marina Del Rey,Year Ago,2/28/24,Wednesday,2024,2024,9,3,1,31.58,611,22.66,0,0,611,2695.48,SoCal 4
Newport Beach,Actual,2/28/24,Wednesday,2024,2024,9,3,1,33.75,619,31.94,183,9,802,2123.47,SoCal 4
Newport Beach,Scheduled,2/28/24,Wednesday,2024,2024,9,3,1,33,606,17.09,0,0,606,3546.58,SoCal 4
Newport Beach,Year Ago,2/28/24,Wednesday,2024,2024,9,3,1,40.21,712,20.79,177,5,889,3546.58,SoCal 4
Tustin,Actual,2/28/24,Wednesday,2024,2024,9,3,1,30.37,566,22.15,0,0,566,2553.04,SoCal 4
Tustin,Scheduled,2/28/24,Wednesday,2024,2024,9,3,1,32,591.5,22.75,0,0,591.5,2600,SoCal 4
Tustin,Year Ago,2/28/24,Wednesday,2024,2024,9,3,1,40.58,753,18.45,0,0,753,4079.71,SoCal 4
Westminster,Actual,2/28/24,Wednesday,2024,2024,9,3,1,24.74,468,27.71,0,0,468,1690.88,SoCal 4
Westminster,Scheduled,2/28/24,Wednesday,2024,2024,9,3,1,26,497.63,33.18,0,0,497.63,1500,SoCal 4
Westminster,Year Ago,2/28/24,Wednesday,2024,2024,9,3,1,0,0,0,0,0,0,1553.03,SoCal 4
Carson,Actual,2/29/24,Thursday,2024,2024,9,3,1,37.12,728,24.18,0,0,728,3013.13,SoCal 4
Carson,Scheduled,2/29/24,Thursday,2024,2024,9,3,1,36,710.43,21.53,0,0,710.43,3300,SoCal 4
Carson,Year Ago,2/29/24,Thursday,2024,2024,9,3,1,46.52,887,32.99,0,0,887,2738.51,SoCal 4
Costa Mesa,Actual,2/29/24,Thursday,2024,2024,9,3,1,30.14,607,28.36,0,0,607,2232.89,SoCal 4
Costa Mesa,Scheduled,2/29/24,Thursday,2024,2024,9,3,1,25,505.81,29.75,0,0,505.81,1700,SoCal 4
Costa Mesa,Year Ago,2/29/24,Thursday,2024,2024,9,3,1,27.72,528,29.66,0,0,528,1779.66,SoCal 4
El Segundo,Actual,2/29/24,Thursday,2024,2024,9,3,1,33.9,752,25.82,0,0,752,2912.87,SoCal 4
El Segundo,Scheduled,2/29/24,Thursday,2024,2024,9,3,1,32.5,714.8,22.34,0,0,714.8,3200,SoCal 4
El Segundo,Year Ago,2/29/24,Thursday,2024,2024,9,3,1,46.15,894,25.25,0,0,894,3540.68,SoCal 4
Fountain Valley,Actual,2/29/24,Thursday,2024,2024,9,3,1,23.14,384,15.42,0,0,384,2487.03,SoCal 4
Fountain Valley,Scheduled,2/29/24,Thursday,2024,2024,9,3,1,24.5,404.5,22.47,0,0,404.5,1800,SoCal 4
Fountain Valley,Year Ago,2/29/24,Thursday,2024,2024,9,3,1,33.16,623,20.56,0,0,623,3190.26,SoCal 4
Five Points,Actual,2/29/24,Thursday,2024,2024,9,3,1,25.58,468,32.22,0,0,468,1452.24,SoCal 4
Five Points,Scheduled,2/29/24,Thursday,2024,2024,9,3,1,26.5,483.63,30.23,0,0,483.63,1600,SoCal 4
Five Points,Year Ago,2/29/24,Thursday,2024,2024,9,3,1,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,2/29/24,Thursday,2024,2024,9,3,1,38.82,786,22.17,0,0,786,3544.19,SoCal 4
LBX,Scheduled,2/29/24,Thursday,2024,2024,9,3,1,36,716.1,20.46,0,0,716.1,3500,SoCal 4
LBX,Year Ago,2/29/24,Thursday,2024,2024,9,3,1,0,0,0,0,0,0,0,SoCal 4
Long Beach,Actual,2/29/24,Thursday,2024,2024,9,3,1,44.03,894,21.08,0,0,894,4240.04,SoCal 4
Long Beach,Scheduled,2/29/24,Thursday,2024,2024,9,3,1,45,905.8,26.64,0,0,905.8,3400,SoCal 4
Long Beach,Year Ago,2/29/24,Thursday,2024,2024,9,3,1,41.57,782,19.14,0,0,782,4087.94,SoCal 4
Manhattan Beach,Actual,2/29/24,Thursday,2024,2024,9,3,1,33.16,679,24.84,0,0,679,2733.29,SoCal 4
Manhattan Beach,Scheduled,2/29/24,Thursday,2024,2024,9,3,1,33.5,685.63,23.64,0,0,685.63,2900,SoCal 4
Manhattan Beach,Year Ago,2/29/24,Thursday,2024,2024,9,3,1,48.49,940,26.51,0,0,940,3608.04,SoCal 4
Marina Del Rey,Actual,2/29/24,Thursday,2024,2024,9,3,1,27.91,602,38.63,0,0,602,1557.36,SoCal 4
Marina Del Rey,Scheduled,2/29/24,Thursday,2024,2024,9,3,1,29,629.02,29.95,0,0,629.02,2100,SoCal 4
Marina Del Rey,Year Ago,2/29/24,Thursday,2024,2024,9,3,1,38.69,753,25.04,0,0,753,3005.11,SoCal 4
Newport Beach,Actual,2/29/24,Thursday,2024,2024,9,3,1,26.41,446,17.35,183,7,629,2667.66,SoCal 4
Newport Beach,Scheduled,2/29/24,Thursday,2024,2024,9,3,1,32.75,599.25,16.19,0,0,599.25,3702.34,SoCal 4
Newport Beach,Year Ago,2/29/24,Thursday,2024,2024,9,3,1,35.08,630,17.02,177,5,807,3702.34,SoCal 4
Tustin,Actual,2/29/24,Thursday,2024,2024,9,3,1,38.26,699,19.46,0,0,699,3590.02,SoCal 4
Tustin,Scheduled,2/29/24,Thursday,2024,2024,9,3,1,30.5,574.5,22.1,0,0,574.5,2600,SoCal 4
Tustin,Year Ago,2/29/24,Thursday,2024,2024,9,3,1,33.5,618,19.47,0,0,618,3171.33,SoCal 4
Westminster,Actual,2/29/24,Thursday,2024,2024,9,3,1,25.24,496,32.16,0,0,496,1542.37,SoCal 4
Westminster,Scheduled,2/29/24,Thursday,2024,2024,9,3,1,25.75,497,33.13,0,0,497,1500,SoCal 4
Westminster,Year Ago,2/29/24,Thursday,2024,2024,9,3,1,0,0,0,0,0,0,1201.72,SoCal 4
Carson,Actual,3/1/24,Friday,2024,2024,9,3,1,36.52,716,23.93,0,0,716,2992.23,SoCal 4
Carson,Scheduled,3/1/24,Friday,2024,2024,9,3,1,37.5,738.83,22.39,0,0,738.83,3300,SoCal 4
Carson,Year Ago,3/1/24,Friday,2024,2024,9,3,1,35.68,692,20.61,0,0,692,3486.76,SoCal 4
Costa Mesa,Actual,3/1/24,Friday,2024,2024,9,3,1,26.54,468,28.5,0,0,468,1643.83,SoCal 4
Costa Mesa,Scheduled,3/1/24,Friday,2024,2024,9,3,1,27.5,485.69,28.57,0,0,485.69,1700,SoCal 4
Costa Mesa,Year Ago,3/1/24,Friday,2024,2024,9,3,1,29.87,528,22.88,0,0,528,2308.86,SoCal 4
El Segundo,Actual,3/1/24,Friday,2024,2024,9,3,1,32.75,748,26.77,0,0,748,2795.32,SoCal 4
El Segundo,Scheduled,3/1/24,Friday,2024,2024,9,3,1,32,712.43,22.26,0,0,712.43,3200,SoCal 4
El Segundo,Year Ago,3/1/24,Friday,2024,2024,9,3,1,44.85,871,20.63,0,0,871,4224.26,SoCal 4
Fountain Valley,Actual,3/1/24,Friday,2024,2024,9,3,1,35.44,629,28.92,0,0,629,2173.33,SoCal 4
Fountain Valley,Scheduled,3/1/24,Friday,2024,2024,9,3,1,38,680.5,27.22,0,0,680.5,2500,SoCal 4
Fountain Valley,Year Ago,3/1/24,Friday,2024,2024,9,3,1,42.62,774,22.31,0,0,774,3612.08,SoCal 4
Five Points,Actual,3/1/24,Friday,2024,2024,9,3,1,27.35,492,27.3,0,0,492,1800.9,SoCal 4
Five Points,Scheduled,3/1/24,Friday,2024,2024,9,3,1,27.75,503.06,27.95,0,0,503.06,1800,SoCal 4
Five Points,Year Ago,3/1/24,Friday,2024,2024,9,3,1,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,3/1/24,Friday,2024,2024,9,3,1,37.34,746,15.9,0,0,746,4692.31,SoCal 4
LBX,Scheduled,3/1/24,Friday,2024,2024,9,3,1,36,730.33,20.87,0,0,730.33,3500,SoCal 4
LBX,Year Ago,3/1/24,Friday,2024,2024,9,3,1,0,0,0,0,0,0,0,SoCal 4
Long Beach,Actual,3/1/24,Friday,2024,2024,9,3,1,46.59,935,23.29,0,0,935,4015.12,SoCal 4
Long Beach,Scheduled,3/1/24,Friday,2024,2024,9,3,1,44,877.13,25.8,0,0,877.13,3400,SoCal 4
Long Beach,Year Ago,3/1/24,Friday,2024,2024,9,3,1,43.51,847,17.94,0,0,847,4721.93,SoCal 4
Manhattan Beach,Actual,3/1/24,Friday,2024,2024,9,3,1,33.31,662,24.85,0,0,662,2736.19,SoCal 4
Manhattan Beach,Scheduled,3/1/24,Friday,2024,2024,9,3,1,33.5,666.88,22.23,0,0,666.88,3000,SoCal 4
Manhattan Beach,Year Ago,3/1/24,Friday,2024,2024,9,3,1,45.42,901,23.13,0,0,901,3967.17,SoCal 4
Marina Del Rey,Actual,3/1/24,Friday,2024,2024,9,3,1,27.97,583,22.57,0,0,583,2582.61,SoCal 4
Marina Del Rey,Scheduled,3/1/24,Friday,2024,2024,9,3,1,31,633.74,30.18,0,0,633.74,2100,SoCal 4
Marina Del Rey,Year Ago,3/1/24,Friday,2024,2024,9,3,1,31.28,637,22.55,0,0,637,2823.06,SoCal 4
Newport Beach,Actual,3/1/24,Friday,2024,2024,9,3,1,30.64,569,20.31,183,7,752,2800.43,SoCal 4
Newport Beach,Scheduled,3/1/24,Friday,2024,2024,9,3,1,23,427.75,14.01,0,0,427.75,3052.91,SoCal 4
Newport Beach,Year Ago,3/1/24,Friday,2024,2024,9,3,1,33.72,586,19.18,177,6,763,3052.91,SoCal 4
Tustin,Actual,3/1/24,Friday,2024,2024,9,3,1,37.66,621,21.37,0,0,621,2985.99,SoCal 4
Tustin,Scheduled,3/1/24,Friday,2024,2024,9,3,1,38.5,635,22.68,0,0,635,2800,SoCal 4
Tustin,Year Ago,3/1/24,Friday,2024,2024,9,3,1,40.85,654,18.07,0,0,654,3620.06,SoCal 4
Westminster,Actual,3/1/24,Friday,2024,2024,9,3,1,21.96,393,21.28,0,0,393,1846.13,SoCal 4
Westminster,Scheduled,3/1/24,Friday,2024,2024,9,3,1,27.5,537.19,35.81,0,0,537.19,1500,SoCal 4
Westminster,Year Ago,3/1/24,Friday,2024,2024,9,3,1,0,0,0,0,0,0,1907.35,SoCal 4
Carson,Actual,3/2/24,Saturday,2024,2024,9,3,1,37.13,644,17.51,0,0,644,3676.66,SoCal 4
Carson,Scheduled,3/2/24,Saturday,2024,2024,9,3,1,35,607.7,19.6,0,0,607.7,3100,SoCal 4
Carson,Year Ago,3/2/24,Saturday,2024,2024,9,3,1,36.71,631,21.93,0,0,631,2954.4,SoCal 4
Costa Mesa,Actual,3/2/24,Saturday,2024,2024,9,3,1,24.53,490,28.53,0,0,490,1718.61,SoCal 4
Costa Mesa,Scheduled,3/2/24,Saturday,2024,2024,9,3,1,27.5,369.25,20.51,0,0,369.25,1800,SoCal 4
Costa Mesa,Year Ago,3/2/24,Saturday,2024,2024,9,3,1,32.43,552,26.33,0,0,552,2097.14,SoCal 4
El Segundo,Actual,3/2/24,Saturday,2024,2024,9,3,1,26.45,522,25.51,0,0,522,2047.27,SoCal 4
El Segundo,Scheduled,3/2/24,Saturday,2024,2024,9,3,1,27,530.55,24.12,0,0,530.55,2200,SoCal 4
El Segundo,Year Ago,3/2/24,Saturday,2024,2024,9,3,1,39.25,674,25.99,0,0,674,2591.52,SoCal 4
Fountain Valley,Actual,3/2/24,Saturday,2024,2024,9,3,1,37.15,615,33.84,0,0,615,1919.12,SoCal 4
Fountain Valley,Scheduled,3/2/24,Saturday,2024,2024,9,3,1,36.5,681,27.24,0,0,681,2500,SoCal 4
Fountain Valley,Year Ago,3/2/24,Saturday,2024,2024,9,3,1,38.22,624,20.63,0,0,624,3025.5,SoCal 4
Five Points,Actual,3/2/24,Saturday,2024,2024,9,3,1,28.6,533,30.66,0,0,533,1739.45,SoCal 4
Five Points,Scheduled,3/2/24,Saturday,2024,2024,9,3,1,28,521.5,32.59,0,0,521.5,1600,SoCal 4
Five Points,Year Ago,3/2/24,Saturday,2024,2024,9,3,1,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,3/2/24,Saturday,2024,2024,9,3,1,32.9,651,20.52,0,0,651,3172.91,SoCal 4
LBX,Scheduled,3/2/24,Saturday,2024,2024,9,3,1,35.5,649.35,21.65,0,0,649.35,3000,SoCal 4
LBX,Year Ago,3/2/24,Saturday,2024,2024,9,3,1,0,0,0,0,0,0,0,SoCal 4
Long Beach,Actual,3/2/24,Saturday,2024,2024,9,3,1,39.73,801,24.92,0,0,801,3214.77,SoCal 4
Long Beach,Scheduled,3/2/24,Saturday,2024,2024,9,3,1,42.5,853.23,21.88,0,0,853.23,3900,SoCal 4
Long Beach,Year Ago,3/2/24,Saturday,2024,2024,9,3,1,45.73,865,18.73,0,0,865,4618.52,SoCal 4
Manhattan Beach,Actual,3/2/24,Saturday,2024,2024,9,3,1,38.3,744,28.1,0,0,744,2648.76,SoCal 4
Manhattan Beach,Scheduled,3/2/24,Saturday,2024,2024,9,3,1,40.5,781.45,23.68,0,0,781.45,3300,SoCal 4
Manhattan Beach,Year Ago,3/2/24,Saturday,2024,2024,9,3,1,49.11,964,23.51,0,0,964,4170.96,SoCal 4
Marina Del Rey,Actual,3/2/24,Saturday,2024,2024,9,3,1,29.15,563,31.17,0,0,563,1806.07,SoCal 4
Marina Del Rey,Scheduled,3/2/24,Saturday,2024,2024,9,3,1,30,580.62,27.65,0,0,580.62,2100,SoCal 4
Marina Del Rey,Year Ago,3/2/24,Saturday,2024,2024,9,3,1,38.81,761,27.36,0,0,761,2783.24,SoCal 4
Newport Beach,Actual,3/2/24,Saturday,2024,2024,9,3,1,34.72,646,37.73,183,11,829,1713.12,SoCal 4
Newport Beach,Scheduled,3/2/24,Saturday,2024,2024,9,3,1,42.25,770.25,42.4,0,0,770.25,1816.52,SoCal 4
Newport Beach,Year Ago,3/2/24,Saturday,2024,2024,9,3,1,29.99,481,26.48,177,10,658,1816.52,SoCal 4
Tustin,Actual,3/2/24,Saturday,2024,2024,9,3,1,40.85,679,21.6,0,0,679,3222.59,SoCal 4
Tustin,Scheduled,3/2/24,Saturday,2024,2024,9,3,1,41,681.5,22.72,0,0,681.5,3000,SoCal 4
Tustin,Year Ago,3/2/24,Saturday,2024,2024,9,3,1,44.19,709,16.7,0,0,709,4336.72,SoCal 4
Westminster,Actual,3/2/24,Saturday,2024,2024,9,3,1,26.37,477,15.7,0,0,477,3036.54,SoCal 4
Westminster,Scheduled,3/2/24,Saturday,2024,2024,9,3,1,26.25,474.5,31.63,0,0,474.5,1500,SoCal 4
Westminster,Year Ago,3/2/24,Saturday,2024,2024,9,3,1,0,0,0,0,0,0,2233.49,SoCal 4
Carson,Actual,3/3/24,Sunday,2024,2024,9,3,1,36.11,626,24.01,0,0,626,2609.22,SoCal 4
Carson,Scheduled,3/3/24,Sunday,2024,2024,9,3,1,37,641.5,21.38,0,0,641.5,3000,SoCal 4
Carson,Year Ago,3/3/24,Sunday,2024,2024,9,3,1,36.86,629,19.06,0,0,629,3299.43,SoCal 4
Costa Mesa,Actual,3/3/24,Sunday,2024,2024,9,3,1,23.08,463,21.11,0,0,463,2270.22,SoCal 4
Costa Mesa,Scheduled,3/3/24,Sunday,2024,2024,9,3,1,28,549.56,32.33,0,0,549.56,1700,SoCal 4
Costa Mesa,Year Ago,3/3/24,Sunday,2024,2024,9,3,1,27.36,516,24.98,0,0,516,2064.17,SoCal 4
El Segundo,Actual,3/3/24,Sunday,2024,2024,9,3,1,28.55,559,21.15,0,0,559,2643.37,SoCal 4
El Segundo,Scheduled,3/3/24,Sunday,2024,2024,9,3,1,27.5,539,24.5,0,0,539,2200,SoCal 4
El Segundo,Year Ago,3/3/24,Sunday,2024,2024,9,3,1,38.94,663,23.92,0,0,663,2769.49,SoCal 4
Fountain Valley,Actual,3/3/24,Sunday,2024,2024,9,3,1,28.5,474,22.47,0,0,474,2108.04,SoCal 4
Fountain Valley,Scheduled,3/3/24,Sunday,2024,2024,9,3,1,30,499,19.96,0,0,499,2500,SoCal 4
Fountain Valley,Year Ago,3/3/24,Sunday,2024,2024,9,3,1,31.92,521,15.84,0,0,521,3384.45,SoCal 4
Five Points,Actual,3/3/24,Sunday,2024,2024,9,3,1,27.76,515,24.67,0,0,515,2088.33,SoCal 4
Five Points,Scheduled,3/3/24,Sunday,2024,2024,9,3,1,27.5,509.13,33.94,0,0,509.13,1500,SoCal 4
Five Points,Year Ago,3/3/24,Sunday,2024,2024,9,3,1,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,3/3/24,Sunday,2024,2024,9,3,1,33.4,639,17.34,0,0,639,3686.55,SoCal 4
LBX,Scheduled,3/3/24,Sunday,2024,2024,9,3,1,36,685.4,23.63,0,0,685.4,2900,SoCal 4
LBX,Year Ago,3/3/24,Sunday,2024,2024,9,3,1,0,0,0,0,0,0,0,SoCal 4
Long Beach,Actual,3/3/24,Sunday,2024,2024,9,3,1,39.87,806,26.54,0,0,806,3038.11,SoCal 4
Long Beach,Scheduled,3/3/24,Sunday,2024,2024,9,3,1,42,846.7,22.28,0,0,846.7,3800,SoCal 4
Long Beach,Year Ago,3/3/24,Sunday,2024,2024,9,3,1,39.47,754,16.77,0,0,754,4495.05,SoCal 4
Manhattan Beach,Actual,3/3/24,Sunday,2024,2024,9,3,1,39.58,761,21.57,0,0,761,3529.65,SoCal 4
Manhattan Beach,Scheduled,3/3/24,Sunday,2024,2024,9,3,1,40,768.63,23.29,0,0,768.63,3300,SoCal 4
Manhattan Beach,Year Ago,3/3/24,Sunday,2024,2024,9,3,1,49.14,941,22.41,0,0,941,4197.93,SoCal 4
Marina Del Rey,Actual,3/3/24,Sunday,2024,2024,9,3,1,28.35,546,25.35,0,0,546,2153.89,SoCal 4
Marina Del Rey,Scheduled,3/3/24,Sunday,2024,2024,9,3,1,30,572.04,27.24,0,0,572.04,2100,SoCal 4
Marina Del Rey,Year Ago,3/3/24,Sunday,2024,2024,9,3,1,31.12,625,20.35,0,0,625,3073.45,SoCal 4
Newport Beach,Actual,3/3/24,Sunday,2024,2024,9,3,1,30.62,504,24.72,183,9,687,2039.3,SoCal 4
Newport Beach,Scheduled,3/3/24,Sunday,2024,2024,9,3,1,30.75,507,27.89,0,0,507,1817.88,SoCal 4
Newport Beach,Year Ago,3/3/24,Sunday,2024,2024,9,3,1,29.84,507,27.89,177,10,684,1817.88,SoCal 4
